17:44.7,104,81.97
17:44.7,102,81.97
17:44.7,101,81.97
17:44.7,100,81.97
17:44.7,100,81.97
17:44.7,100,81.97
17:44.8,100,81.97
17:44.8,102,81.97
17:44.8,104,81.97
17:44.8,105,81.97
17:44.8,107,81.97
17:44.8,108,81.97
17:44.8,109,81.97
17:44.8,110,81.97
17:44.8,111,81.97
17:44.9,111,81.97
17:44.9,110,81.97
17:44.9,110,81.97
17:44.9,109,81.97
17:44.9,109,81.97
17:44.9,109,81.97
17:44.9,108,81.97
17:44.9,107,81.97
17:45.0,107,81.97
17:45.0,106,81.97
17:45.0,106,81.97
17:45.0,106,81.97
17:45.0,106,81.97
17:45.0,106,81.97
17:45.0,106,81.97
17:45.0,105,81.97
17:45.0,106,81.97
17:45.1,107,81.97
17:45.1,105,81.97
17:45.1,106,81.97
17:45.1,106,81.97
17:45.1,106,81.97
17:45.1,107,81.97
17:45.1,108,81.97
17:45.1,106,81.97
17:45.1,106,81.97
17:45.2,106,81.97
17:45.2,107,81.97
17:45.2,106,81.97
17:45.2,107,81.97
17:45.2,107,81.97
17:45.2,109,81.97
17:45.2,111,81.97
17:45.2,115,81.97
17:45.3,117,81.97
17:45.3,120,81.97
17:45.3,123,81.97
17:45.3,125,81.97
17:45.3,126,81.97
17:45.3,126,81.97
17:45.3,126,81.97
17:45.3,124,81.97
17:45.3,121,81.97
17:45.4,118,81.97
17:45.4,115,81.97
17:45.4,112,81.97
17:45.4,109,81.97
17:45.4,106,81.97
17:45.4,104,81.97
17:45.4,103,81.97
17:45.4,101,81.97
17:45.4,99,81.97
17:45.5,99,81.97
17:45.5,98,81.97
17:45.5,98,81.97
17:45.5,100,81.97
17:45.5,100,81.97
17:45.5,102,81.97
17:45.5,105,81.97
17:45.5,106,81.97
17:45.5,108,81.97
17:45.6,110,81.97
17:45.6,111,81.97
17:45.6,112,81.97
17:45.6,113,81.97
17:45.6,113,81.97
17:45.6,112,81.97
17:45.6,111,81.97
17:45.6,111,81.97
17:45.6,109,81.97
17:45.7,109,81.97
17:45.7,108,81.97
17:45.7,106,81.97
17:45.7,106,81.97
17:45.7,106,81.97
17:45.7,105,81.97
17:45.7,105,81.97
17:45.7,104,81.97
17:45.7,104,81.97
17:45.8,104,81.97
17:45.8,105,81.97
17:45.8,105,81.97
17:45.8,105,81.97
17:45.8,105,81.97
17:45.8,106,81.97
17:45.8,106,81.97
17:45.8,107,81.97
17:45.9,108,81.97
17:45.9,108,81.97
17:45.9,108,81.97
17:45.9,108,81.97
17:45.9,108,81.97
17:45.9,109,81.97
17:45.9,109,81.97
17:45.9,109,81.97
17:45.9,111,81.97
17:46.0,113,81.97
17:46.0,116,83.68
17:46.0,119,83.68
17:46.0,122,83.68
17:46.0,124,83.68
17:46.0,126,83.68
17:46.0,125,83.68
17:46.0,125,83.68
17:46.0,124,83.68
17:46.1,121,83.68
17:46.1,118,83.68
17:46.1,115,83.68
17:46.1,112,83.68
17:46.1,110,83.68
17:46.1,107,83.68
17:46.1,104,83.68
17:46.1,103,83.68
17:46.1,101,83.68
17:46.2,100,83.68
17:46.2,99,83.68
17:46.2,99,83.68
17:46.2,100,83.68
17:46.2,101,83.68
17:46.2,102,83.68
17:46.2,103,83.68
17:46.2,106,83.68
17:46.3,107,83.68
17:46.3,109,83.68
17:46.3,110,83.68
17:46.3,111,83.68
17:46.3,112,83.68
17:46.3,112,83.68
17:46.3,112,83.68
17:46.3,111,83.68
17:46.3,112,83.68
17:46.4,111,83.68
17:46.4,109,83.68
17:46.4,109,83.68
17:46.4,107,83.68
17:46.4,106,83.68
17:46.4,106,83.68
17:46.4,104,83.68
17:46.4,104,83.68
17:46.4,105,83.68
17:46.5,105,83.68
17:46.5,105,83.68
17:46.5,105,83.68
17:46.5,106,83.68
17:46.5,106,83.68
17:46.5,106,83.68
17:46.5,107,83.68
17:46.5,107,83.68
17:46.5,107,83.68
17:46.6,107,83.68
17:46.6,107,83.68
17:46.6,107,83.68
17:46.6,107,83.68
17:46.6,108,83.68
17:46.6,107,83.68
17:46.6,107,83.68
17:46.6,109,83.68
17:46.7,111,83.68
17:46.7,112,83.68
17:46.7,114,83.68
17:46.7,117,83.57
17:46.7,120,83.57
17:46.7,123,83.57
17:46.7,125,83.57
17:46.7,125,83.57
17:46.7,125,83.57
17:46.8,124,83.57
17:46.8,123,83.57
17:46.8,121,83.57
17:46.8,118,83.57
17:46.8,116,83.57
17:46.8,113,83.57
17:46.8,111,83.57
17:46.8,107,83.57
17:46.8,105,83.57
17:46.9,103,83.57
17:46.9,103,83.57
17:46.9,101,83.57
17:46.9,100,83.57
17:46.9,100,83.57
17:46.9,100,83.57
17:46.9,101,83.57
17:46.9,104,83.57
17:46.9,104,83.57
17:47.0,106,83.57
17:47.0,107,83.57
17:47.0,108,83.57
17:47.0,109,83.57
17:47.0,110,83.57
17:47.0,111,83.57
17:47.0,111,83.57
17:47.0,111,83.57
17:47.0,110,83.57
17:47.1,110,83.57
17:47.1,110,83.57
17:47.1,109,83.57
17:47.1,108,83.57
17:47.1,108,83.57
17:47.1,107,83.57
17:47.1,107,83.57
17:47.1,107,83.57
17:47.2,106,83.57
17:47.2,106,83.57
17:47.2,106,83.57
17:47.2,105,83.57
17:47.2,105,83.57
17:47.2,105,83.57
17:47.2,106,83.57
17:47.2,106,83.57
17:47.2,107,83.57
17:47.3,106,83.57
17:47.3,107,83.57
17:47.3,107,83.57
17:47.3,107,83.57
17:47.3,107,83.57
17:47.3,107,83.57
17:47.3,106,83.57
17:47.3,108,83.57
17:47.3,107,83.57
17:47.4,109,83.57
17:47.4,111,83.57
17:47.4,114,83.57
17:47.4,116,84.63
17:47.4,120,84.63
17:47.4,124,84.63
17:47.4,126,84.63
17:47.4,128,84.63
17:47.5,128,84.63
17:47.5,127,84.63
17:47.5,125,84.63
17:47.5,123,84.63
17:47.5,120,84.63
17:47.5,117,84.63
17:47.5,114,84.63
17:47.5,111,84.63
17:47.5,108,84.63
17:47.6,106,84.63
17:47.6,104,84.63
17:47.6,102,84.63
17:47.6,100,84.63
17:47.6,99,84.63
17:47.6,98,84.63
17:47.6,99,84.63
17:47.6,99,84.63
17:47.6,99,84.63
17:47.7,102,84.63
17:47.7,105,84.63
17:47.7,106,84.63
17:47.7,108,84.63
17:47.7,109,84.63
17:47.7,111,84.63
17:47.7,112,84.63
17:47.7,112,84.63
17:47.7,112,84.63
17:47.8,111,84.63
17:47.8,110,84.63
17:47.8,110,84.63
17:47.8,109,84.63
17:47.8,109,84.63
17:47.8,108,84.63
17:47.8,108,84.63
17:47.8,107,84.63
17:47.8,105,84.63
17:47.9,104,84.63
17:47.9,104,84.63
17:47.9,105,84.63
17:47.9,105,84.63
17:47.9,105,84.63
17:47.9,105,84.63
17:47.9,105,84.63
17:47.9,106,84.63
17:48.0,106,84.63
17:48.0,106,84.63
17:48.0,107,84.63
17:48.0,107,84.63
17:48.0,107,84.63
17:48.0,108,84.63
17:48.0,108,84.63
17:48.0,109,84.63
17:48.0,108,84.63
17:48.1,108,84.63
17:48.1,108,84.63
17:48.1,108,84.63
17:48.1,110,84.63
17:48.1,111,84.63
17:48.1,113,84.63
17:48.1,116,82.53
17:48.1,120,82.53
17:48.1,122,82.53
17:48.2,125,82.53
17:48.2,125,82.53
17:48.2,126,82.53
17:48.2,125,82.53
17:48.2,123,82.53
17:48.2,121,82.53
17:48.2,118,82.53
17:48.2,114,82.53
17:48.2,112,82.53
17:48.3,109,82.53
17:48.3,107,82.53
17:48.3,105,82.53
17:48.3,103,82.53
17:48.3,101,82.53
17:48.3,100,82.53
17:48.3,100,82.53
17:48.3,99,82.53
17:48.3,99,82.53
17:48.4,101,82.53
17:48.4,101,82.53
17:48.4,103,82.53
17:48.4,105,82.53
17:48.4,105,82.53
17:48.4,107,82.53
17:48.4,108,82.53
17:48.4,110,82.53
17:48.5,110,82.53
17:48.5,110,82.53
17:48.5,109,82.53
17:48.5,110,82.53
17:48.5,109,82.53
17:48.5,109,82.53
17:48.5,109,82.53
17:48.5,108,82.53
17:48.5,107,82.53
17:48.6,107,82.53
17:48.6,106,82.53
17:48.6,106,82.53
17:48.6,106,82.53
17:48.6,105,82.53
17:48.6,105,82.53
17:48.6,105,82.53
17:48.6,105,82.53
17:48.6,105,82.53
17:48.7,105,82.53
17:48.7,106,82.53
17:48.7,106,82.53
17:48.7,107,82.53
17:48.7,107,82.53
17:48.7,108,82.53
17:48.7,106,82.53
17:48.7,107,82.53
17:48.7,107,82.53
17:48.8,108,82.53
17:48.8,107,82.53
17:48.8,107,82.53
17:48.8,107,82.53
17:48.8,109,82.53
17:48.8,111,82.53
17:48.8,112,82.53
17:48.8,116,83.45
17:48.9,119,83.45
17:48.9,122,83.45
17:48.9,124,83.45
17:48.9,127,83.45
17:48.9,126,83.45
17:48.9,125,83.45
17:48.9,124,83.45
17:48.9,121,83.45
17:48.9,119,83.45
17:49.0,116,83.45
17:49.0,114,83.45
17:49.0,112,83.45
17:49.0,108,83.45
17:49.0,105,83.45
17:49.0,104,83.45
17:49.0,102,83.45
17:49.0,100,83.45
17:49.0,100,83.45
17:49.1,97,83.45
17:49.1,99,83.45
17:49.1,99,83.45
17:49.1,101,83.45
17:49.1,102,83.45
17:49.1,104,83.45
17:49.1,106,83.45
17:49.1,109,83.45
17:49.1,110,83.45
17:49.2,111,83.45
17:49.2,111,83.45
17:49.2,112,83.45
17:49.2,113,83.45
17:49.2,112,83.45
17:49.2,111,83.45
17:49.2,111,83.45
17:49.2,110,83.45
17:49.2,109,83.45
17:49.3,107,83.45
17:49.3,107,83.45
17:49.3,106,83.45
17:49.3,105,83.45
17:49.3,106,83.45
17:49.3,105,83.45
17:49.3,105,83.45
17:49.3,103,83.45
17:49.4,104,83.45
17:49.4,104,83.45
17:49.4,104,83.45
17:49.4,104,83.45
17:49.4,106,83.45
17:49.4,106,83.45
17:49.4,108,83.45
17:49.4,107,83.45
17:49.4,108,83.45
17:49.5,107,83.45
17:49.5,108,83.45
17:49.5,108,83.45
17:49.5,108,83.45
17:49.5,109,83.45
17:49.5,110,83.45
17:49.5,112,83.45
17:49.5,114,83.45
17:49.5,117,84.99
17:49.6,119,84.99
17:49.6,122,84.99
17:49.6,124,84.99
17:49.6,125,84.99
17:49.6,126,84.99
17:49.6,124,84.99
17:49.6,123,84.99
17:49.6,121,84.99
17:49.7,118,84.99
17:49.7,115,84.99
17:49.7,113,84.99
17:49.7,110,84.99
17:49.7,108,84.99
17:49.7,105,84.99
17:49.7,103,84.99
17:49.7,102,84.99
17:49.7,101,84.99
17:49.8,99,84.99
17:49.8,99,84.99
17:49.8,101,84.99
17:49.8,101,84.99
17:49.8,102,84.99
17:49.8,103,84.99
17:49.8,105,84.99
17:49.8,107,84.99
17:49.8,108,84.99
17:49.9,110,84.99
17:49.9,112,84.99
17:49.9,112,84.99
17:49.9,112,84.99
17:49.9,112,84.99
17:49.9,112,84.99
17:49.9,111,84.99
17:49.9,110,84.99
17:49.9,109,84.99
17:50.0,109,84.99
17:50.0,107,84.99
17:50.0,107,84.99
17:50.0,106,84.99
17:50.0,106,84.99
17:50.0,105,84.99
17:50.0,105,84.99
17:50.0,104,84.99
17:50.0,105,84.99
17:50.1,104,84.99
17:50.1,105,84.99
17:05.2,85,89.69
17:05.2,86,89.69
17:05.2,86,89.69
17:05.2,87,89.69
17:05.2,87,89.69
17:05.2,87,89.69
17:05.2,88,89.69
17:05.2,89,89.69
17:05.2,90,89.69
17:05.2,92,89.6
17:05.2,80,89.69
17:05.2,82,89.69
17:05.2,83,89.69
17:05.2,85,89.69
17:05.2,86,89.69
17:05.2,86,89.69
17:05.2,87,89.69
17:05.2,87,89.69
17:05.2,87,89.69
17:05.2,88,89.69
17:05.2,89,89.69
17:05.2,90,89.69
17:05.2,67,inf
17:05.2,70,inf
17:05.2,72,inf
17:05.2,75,inf
17:05.2,79,inf
17:05.2,81,inf
17:05.2,85,inf
17:05.2,87,inf
17:05.2,90,inf
17:05.2,92,inf
17:05.2,95,inf
17:05.2,97,inf
17:05.3,98,inf
17:05.3,101,inf
17:05.3,103,inf
17:05.3,103,inf
17:05.3,104,inf
17:05.3,105,inf
17:05.3,106,inf
17:05.3,105,inf
17:05.3,107,inf
17:05.3,104,inf
17:05.3,103,inf
17:05.4,102,inf
17:05.4,99,inf
17:05.4,98,inf
17:05.4,96,inf
17:05.4,94,inf
17:05.4,93,inf
17:05.4,91,inf
17:05.4,90,inf
17:05.4,90,inf
17:05.4,89,inf
17:05.4,89,inf
17:05.5,89,inf
17:05.5,89,inf
17:05.5,89,inf
17:05.5,90,inf
17:05.5,90,inf
17:05.5,91,inf
17:05.5,92,inf
17:05.5,93,inf
17:05.5,92,inf
17:05.5,94,inf
17:05.5,96,inf
17:05.5,95,inf
17:05.5,96,inf
17:05.6,98,inf
17:05.6,98,inf
17:05.6,98,inf
17:05.6,99,inf
17:05.6,99,inf
17:05.6,99,inf
17:05.6,100,inf
17:05.6,100,inf
17:05.6,100,inf
17:05.6,100,inf
17:05.6,100,inf
17:05.7,100,inf
17:05.7,101,inf
17:05.7,100,inf
17:05.7,101,inf
17:05.7,101,inf
17:05.7,101,inf
17:05.7,101,inf
17:05.7,102,inf
17:05.7,101,inf
17:05.7,101,inf
17:05.7,102,inf
17:05.8,102,inf
17:05.8,102,inf
17:05.8,101,inf
17:05.8,101,inf
17:05.8,101,inf
17:05.8,100,inf
17:05.8,99,inf
17:05.8,99,inf
17:05.8,99,inf
17:05.8,99,inf
17:05.8,99,inf
17:05.9,100,inf
17:05.9,100,inf
17:05.9,100,inf
17:05.9,100,inf
17:05.9,101,inf
17:05.9,102,inf
17:05.9,102,inf
17:05.9,103,inf
17:05.9,103,inf
17:05.9,103,inf
17:05.9,103,inf
17:06.0,104,inf
17:06.0,104,inf
17:06.0,104,inf
17:06.0,104,inf
17:06.0,103,inf
17:06.0,103,inf
17:06.0,103,inf
17:06.0,103,inf
17:06.0,103,inf
17:06.0,102,inf
17:06.1,102,inf
17:06.1,102,inf
17:06.1,100,inf
17:06.1,101,inf
17:06.1,100,inf
17:06.1,100,inf
17:06.1,100,inf
17:06.1,100,inf
17:06.1,99,inf
17:06.1,99,inf
17:06.1,99,inf
17:06.2,99,inf
17:06.2,99,inf
17:06.2,99,inf
17:06.2,99,inf
17:06.2,99,inf
17:06.2,100,inf
17:06.2,100,inf
17:06.2,101,inf
17:06.2,101,inf
17:06.2,102,inf
17:06.2,102,inf
17:06.3,102,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.3,104,inf
17:06.3,104,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.3,103,inf
17:06.4,102,inf
17:06.4,104,inf
17:06.4,102,inf
17:06.4,101,inf
17:06.4,101,inf
17:06.4,101,inf
17:06.4,101,inf
17:06.4,102,inf
17:06.4,103,inf
17:06.4,102,inf
17:06.4,102,inf
17:06.5,103,inf
17:06.5,102,inf
17:06.5,103,inf
17:06.5,103,inf
17:06.5,102,inf
17:06.5,103,inf
17:06.5,103,inf
17:06.5,103,inf
17:06.5,103,inf
17:06.5,103,inf
17:06.5,104,inf
17:06.6,104,inf
17:06.6,104,inf
17:06.6,104,inf
17:06.6,105,inf
17:06.6,103,inf
17:06.6,103,inf
17:06.6,103,inf
17:06.6,103,inf
17:06.6,102,inf
17:06.6,102,inf
17:06.7,102,inf
17:06.7,102,inf
17:06.7,103,inf
17:06.7,103,inf
17:06.7,103,inf
17:06.7,103,inf
17:06.7,103,inf
17:06.7,104,inf
17:06.7,103,inf
17:06.7,103,inf
17:06.7,102,inf
17:06.8,103,inf
17:06.8,103,inf
17:06.8,102,inf
17:06.8,102,inf
17:06.8,102,inf
17:06.8,101,inf
17:06.8,101,inf
17:06.8,103,inf
17:06.8,101,inf
17:06.8,102,inf
17:06.8,103,inf
17:06.9,102,inf
17:06.9,103,inf
17:06.9,104,inf
17:06.9,103,inf
17:06.9,103,inf
17:06.9,102,inf
17:06.9,103,inf
17:06.9,102,inf
17:06.9,103,inf
17:06.9,102,inf
17:07.0,103,inf
17:07.0,103,inf
17:07.0,104,inf
17:07.0,104,inf
17:07.0,104,inf
17:07.0,105,inf
17:07.0,105,inf
17:07.0,105,inf
17:07.0,105,inf
17:07.0,104,inf
17:07.0,105,inf
17:07.1,105,inf
17:07.1,105,inf
17:07.1,105,inf
17:07.1,106,inf
17:07.1,105,inf
17:07.1,105,inf
17:07.1,105,inf
17:07.1,105,inf
17:07.1,106,inf
17:07.1,106,inf
17:07.1,107,inf
17:07.2,106,inf
17:07.2,106,inf
17:07.2,107,inf
17:07.2,107,inf
17:07.2,106,inf
17:07.2,106,inf
17:07.2,106,inf
17:07.2,106,inf
17:07.2,107,inf
17:07.2,106,inf
17:07.2,106,inf
17:07.3,106,inf
17:07.3,106,inf
17:07.3,105,inf
17:07.3,105,inf
17:07.3,104,inf
17:07.3,104,inf
17:07.3,104,inf
17:07.3,104,inf
17:07.3,103,inf
17:07.3,103,inf
17:07.4,105,inf
17:07.4,105,inf
17:07.4,104,inf
17:07.4,106,inf
17:07.4,107,inf
17:07.4,109,inf
17:07.4,109,inf
17:07.4,112,inf
17:07.4,113,inf
17:07.4,116,inf
17:07.4,117,inf
17:07.5,119,inf
17:07.5,122,inf
17:07.5,122,inf
17:07.5,122,inf
17:07.5,121,inf
17:07.5,121,inf
17:07.5,119,inf
17:07.5,119,inf
17:07.5,117,inf
17:07.5,115,inf
17:07.6,113,inf
17:07.6,111,inf
17:07.6,108,inf
17:07.6,106,inf
17:07.6,103,inf
17:07.6,102,inf
17:07.6,100,inf
17:07.6,98,inf
17:07.6,98,inf
17:07.6,97,inf
17:07.6,97,inf
17:07.7,97,inf
17:07.7,98,inf
17:07.7,98,inf
17:07.7,100,inf
17:07.7,100,inf
17:07.7,102,inf
17:07.7,102,inf
17:07.7,105,inf
17:07.7,105,inf
17:07.7,106,inf
17:07.7,108,inf
17:07.7,108,inf
17:07.8,109,inf
17:07.8,109,inf
17:07.8,110,inf
17:07.8,110,inf
17:07.8,110,inf
17:07.8,110,inf
17:07.8,109,inf
17:07.8,107,inf
17:07.8,108,inf
17:07.8,107,inf
17:07.9,107,inf
17:07.9,107,inf
17:07.9,106,inf
17:07.9,107,inf
17:07.9,106,inf
17:07.9,105,inf
17:07.9,106,inf
17:07.9,105,inf
17:07.9,105,inf
17:07.9,106,inf
17:07.9,105,inf
17:08.0,106,inf
17:08.0,106,inf
17:08.0,106,inf
17:08.0,105,inf
17:08.0,105,inf
17:08.0,106,inf
17:08.0,105,inf
17:08.0,105,inf
17:08.0,106,inf
17:08.0,105,inf
17:08.0,104,inf
17:08.1,105,inf
17:08.1,104,inf
17:08.1,104,inf
17:08.1,104,inf
17:08.1,104,inf
17:08.1,105,inf
17:08.1,105,inf
17:08.1,105,inf
17:08.1,105,inf
17:08.1,106,inf
17:08.2,106,inf
17:08.2,106,inf
17:08.2,107,inf
17:08.2,106,inf
17:08.2,106,inf
17:08.2,107,inf
17:08.2,107,inf
17:08.2,107,inf
17:08.2,108,inf
17:08.2,107,inf
17:08.2,106,inf
17:08.3,107,inf
17:08.3,108,inf
17:08.3,108,inf
17:08.3,108,inf
17:08.3,109,inf
17:08.3,108,inf
17:08.3,108,inf
17:08.3,109,inf
17:08.3,109,inf
17:08.3,110,inf
17:08.3,110,inf
17:08.4,110,inf
17:08.4,110,inf
17:08.4,109,inf
17:08.4,110,inf
17:08.4,111,inf
17:08.4,109,inf
17:08.4,109,inf
17:08.4,108,inf
17:08.4,108,inf
17:08.4,107,inf
17:08.5,107,inf
17:08.5,107,inf
17:08.5,107,inf
17:08.5,106,inf
17:08.5,106,inf
17:08.5,106,inf
17:08.5,104,inf
17:08.5,105,inf
17:08.5,105,inf
17:08.5,104,inf
17:08.5,104,inf
17:08.6,105,inf
17:08.6,105,inf
17:08.6,105,inf
17:08.6,105,inf
17:08.6,106,inf
17:08.6,107,inf
17:08.6,107,inf
17:08.6,108,inf
17:08.6,108,inf
17:08.6,109,inf
17:08.6,111,inf
17:08.7,111,inf
17:08.7,113,inf
17:08.7,114,inf
17:08.7,115,inf
17:08.7,116,47.77
17:08.7,118,47.77
17:08.7,121,47.77
17:08.7,125,47.77
17:08.7,129,47.77
17:08.8,135,47.77
17:08.8,140,47.77
17:08.8,146,47.77
17:08.8,152,47.77
17:08.8,159,47.77
17:08.8,166,47.77
17:08.8,171,47.77
17:08.8,175,47.77
17:08.8,178,47.77
17:08.9,179,47.77
17:08.9,178,47.77
17:08.9,177,47.77
17:08.9,174,47.77
17:08.9,171,47.77
17:08.9,169,47.77
17:08.9,170,47.77
17:08.9,176,47.77
17:08.9,185,47.77
17:09.0,190,47.77
17:09.0,189,47.77
17:09.0,186,47.77
17:09.0,179,47.77
17:09.0,172,47.77
17:09.0,163,47.77
17:09.0,153,47.77
17:09.0,144,47.77
17:09.0,135,47.77
17:09.1,126,47.77
17:09.1,119,47.77
17:09.1,113,47.77
17:09.1,109,47.77
17:09.1,105,47.77
17:09.1,103,47.77
17:09.1,102,47.77
17:09.1,101,47.77
17:09.2,101,47.77
17:09.2,102,47.77
17:09.2,104,47.77
17:09.2,106,47.77
17:09.2,108,47.77
17:09.2,108,47.77
17:09.2,110,47.77
17:09.2,111,47.77
17:09.2,112,47.77
17:09.3,112,47.77
17:09.3,113,47.77
17:09.3,113,47.77
17:09.3,113,47.77
17:09.3,112,47.77
17:09.3,110,47.77
17:09.3,109,47.77
17:09.3,108,47.77
17:09.3,108,47.77
17:09.4,108,47.77
17:09.4,108,47.77
17:09.4,108,47.77
17:09.4,107,47.77
17:09.4,105,47.77
17:09.4,104,47.77
17:09.4,103,47.77
17:09.4,103,47.77
17:09.4,102,47.77
17:09.5,102,47.77
17:09.5,103,47.77
17:09.5,102,47.77
17:09.5,102,47.77
17:09.5,102,47.77
17:09.5,102,47.77
17:09.5,102,47.77
17:09.5,102,47.77
17:09.6,104,47.77
17:09.6,104,47.77
17:09.6,105,47.77
17:09.6,104,47.77
17:09.6,104,47.77
17:09.6,102,47.77
17:09.6,101,47.77
17:09.6,100,47.77
17:09.6,99,47.77
17:09.7,99,47.77
17:09.7,98,47.77
17:09.7,99,47.77
17:09.7,99,47.77
17:09.7,101,47.77
17:09.7,103,47.77
17:09.7,106,47.77
17:09.7,108,47.77
17:09.7,110,47.77
17:09.8,112,47.77
17:09.8,113,47.77
17:09.8,115,47.77
17:09.8,116,54.84
17:09.8,116,54.84
17:09.8,117,54.84
17:09.8,117,54.84
17:09.8,117,54.84
17:09.8,114,54.84
17:09.9,108,54.84
17:09.9,103,54.84
17:09.9,96,54.84
17:09.9,90,54.84
17:09.9,83,54.84
17:09.9,75,54.84
17:09.9,68,54.84
17:09.9,61,54.84
17:09.9,55,54.84
17:10.0,49,54.84
17:10.0,46,54.84
17:10.0,43,54.84
17:10.0,43,54.84
17:10.0,43,54.84
17:10.0,45,54.84
17:10.0,47,54.84
17:10.0,51,54.84
17:10.0,56,54.84
17:10.0,61,54.84
17:10.1,66,54.84
17:10.1,72,54.84
17:10.1,77,54.84
17:10.1,82,54.84
17:10.1,87,54.84
17:10.1,92,54.84
17:10.1,96,54.84
17:10.1,99,54.84
17:10.1,102,54.84
17:10.1,103,54.84
17:10.2,105,54.84
17:10.2,106,54.84
17:10.2,106,54.84
17:10.2,106,54.84
17:10.2,105,54.84
17:10.2,105,54.84
17:10.2,104,54.84
17:10.2,103,54.84
17:10.3,103,54.84
17:10.3,102,54.84
17:10.3,100,54.84
17:10.3,100,54.84
17:10.3,99,54.84
17:10.3,97,54.84
17:10.3,97,54.84
17:10.3,96,54.84
17:10.3,95,54.84
17:10.4,95,54.84
17:10.4,94,54.84
17:10.4,97,54.84
17:10.4,96,54.84
17:10.4,97,54.84
17:10.4,97,54.84
17:10.4,99,54.84
17:10.4,100,54.84
17:10.4,102,54.84
17:10.4,103,54.84
17:10.5,103,54.84
17:10.5,104,54.84
17:10.5,105,54.84
17:10.5,105,54.84
17:10.5,105,54.84
17:10.5,105,54.84
17:10.5,105,54.84
17:10.5,105,54.84
17:10.6,104,54.84
17:10.6,104,54.84
17:10.6,104,54.84
17:10.6,103,54.84
17:10.6,103,54.84
17:10.6,103,54.84
17:10.6,103,54.84
17:10.6,103,54.84
17:10.6,102,54.84
17:10.7,102,54.84
17:10.7,103,54.84
17:10.7,103,54.84
17:10.7,102,54.84
17:10.7,103,54.84
17:10.7,104,54.84
17:10.7,104,54.84
17:10.7,105,54.84
17:10.7,105,54.84
17:10.8,105,54.84
17:10.8,105,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.8,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,106,54.84
17:10.9,105,54.84
17:11.0,106,54.84
17:11.0,106,54.84
17:11.0,106,54.84
17:11.0,106,54.84
17:11.0,107,54.84
17:11.0,107,54.84
17:11.0,107,54.84
17:11.0,107,54.84
17:11.0,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,107,54.84
17:11.1,106,54.84
17:11.2,107,54.84
17:11.2,107,54.84
17:11.2,108,54.84
17:11.2,107,54.84
17:11.2,107,54.84
17:11.2,108,54.84
17:11.2,107,54.84
17:11.2,107,54.84
17:11.2,106,54.84
17:11.3,106,54.84
17:11.3,107,54.84
17:11.3,107,54.84
17:11.3,107,54.84
17:11.3,107,54.84
17:11.3,107,54.84
17:11.3,108,54.84
17:11.3,107,54.84
17:11.3,108,54.84
17:11.4,107,54.84
17:11.4,108,54.84
17:11.4,108,54.84
17:11.4,107,54.84
17:11.4,107,54.84
17:11.4,107,54.84
17:11.4,107,54.84
17:11.4,106,54.84
17:11.5,107,54.84
17:11.5,107,54.84
17:11.5,107,54.84
17:11.5,106,54.84
17:11.5,106,54.84
17:11.5,106,54.84
17:11.5,106,54.84
17:11.5,106,54.84
17:11.5,106,54.84
17:11.6,106,54.84
17:11.6,106,54.84
17:11.6,105,54.84
17:11.6,106,54.84
17:11.6,105,54.84
17:11.6,105,54.84
17:11.6,105,54.84
17:11.6,106,54.84
17:11.6,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.7,106,54.84
17:11.8,107,54.84
17:11.8,106,54.84
17:11.8,107,54.84
17:11.8,107,54.84
17:11.8,106,54.84
17:11.8,105,54.84
17:11.8,105,54.84
17:11.8,105,54.84
17:11.8,105,54.84
17:11.9,105,54.84
17:11.9,104,54.84
17:11.9,103,54.84
17:11.9,103,54.84
17:11.9,103,54.84
17:11.9,103,54.84
17:11.9,103,54.84
17:11.9,104,54.84
17:11.9,104,54.84
17:12.0,105,54.84
17:12.0,106,54.84
17:12.0,106,54.84
17:12.0,106,54.84
17:12.0,107,54.84
17:12.0,107,54.84
17:12.0,107,54.84
17:12.0,107,54.84
17:12.1,107,54.84
17:12.1,107,54.84
17:12.1,107,54.84
17:12.1,107,54.84
17:12.1,106,54.84
17:12.1,106,54.84
17:12.1,106,54.84
17:12.1,105,54.84
17:12.1,105,54.84
17:12.2,104,54.84
17:12.2,105,54.84
17:12.2,105,54.84
17:12.2,104,54.84
17:12.2,105,54.84
17:12.2,104,54.84
17:12.2,105,54.84
17:12.2,105,54.84
17:12.2,104,54.84
17:12.3,105,54.84
17:12.3,105,54.84
17:12.3,105,54.84
